1.271498360000000000e+08,1.227680492401123047e+01,4.758036613464355469e+00,5.347727775573730469e+00,2.000000000000000000e+00
1.271498560000000000e+08,1.126540374755859375e+01,5.799595355987548828e+00,4.127871990203857422e+00,2.000000000000000000e+00
1.271498750000000000e+08,1.161566257476806641e+01,5.636691093444824219e+00,2.754398107528686523e+00,2.000000000000000000e+00
1.271498950000000000e+08,1.150377368927001953e+01,5.543096542358398438e+00,1.312986135482788086e+00,2.000000000000000000e+00
1.271499150000000000e+08,1.060967731475830078e+01,5.003851890563964844e+00,-2.534843683242797852e-01,2.000000000000000000e+00
1.271499350000000000e+08,8.917512893676757812e+00,4.173388004302978516e+00,-1.208910107612609863e+00,2.000000000000000000e+00
1.271499550000000000e+08,7.112004280090332031e+00,3.865426778793334961e+00,-7.990073561668395996e-01,2.000000000000000000e+00
1.271499740000000000e+08,5.481585502624511719e+00,3.972906351089477539e+00,-1.550611704587936401e-01,2.000000000000000000e+00
1.271499940000000000e+08,4.973219871520996094e+00,4.110614776611328125e+00,7.232056558132171631e-02,2.000000000000000000e+00
1.271500140000000000e+08,5.878331184387207031e+00,3.724501371383666992e+00,1.699028164148330688e-01,2.000000000000000000e+00
1.271500340000000000e+08,6.702369213104248047e+00,3.096436500549316406e+00,-6.591261178255081177e-02,2.000000000000000000e+00
1.271500540000000000e+08,6.763667106628417969e+00,3.002395391464233398e+00,-8.797352313995361328e-01,2.000000000000000000e+00
1.271500740000000000e+08,7.174540519714355469e+00,3.238698720932006836e+00,-1.494940638542175293e+00,2.000000000000000000e+00
1.271500930000000000e+08,8.169856071472167969e+00,3.221000671386718750e+00,-1.933752059936523438e+00,2.000000000000000000e+00
1.271501130000000000e+08,8.633173942565917969e+00,3.172130346298217773e+00,-3.357366323471069336e+00,2.000000000000000000e+00
1.271501330000000000e+08,8.843261718750000000e+00,3.512624979019165039e+00,-4.172480106353759766e+00,2.000000000000000000e+00
1.271501530000000000e+08,9.034111022949218750e+00,3.692942142486572266e+00,-3.970371246337890625e+00,2.000000000000000000e+00
1.271501730000000000e+08,8.974650382995605469e+00,3.361009597778320312e+00,-3.365920066833496094e+00,2.000000000000000000e+00
1.271501920000000000e+08,8.520049095153808594e+00,3.163977861404418945e+00,-2.917953729629516602e+00,2.000000000000000000e+00
1.271502120000000000e+08,8.531219482421875000e+00,3.128398180007934570e+00,-2.836267232894897461e+00,2.000000000000000000e+00
1.271502320000000000e+08,9.284385681152343750e+00,3.212806224822998047e+00,-2.859762907028198242e+00,2.000000000000000000e+00
1.271502520000000000e+08,1.004225158691406250e+01,3.489323854446411133e+00,-2.408482789993286133e+00,2.000000000000000000e+00
1.271502720000000000e+08,1.007383060455322266e+01,3.954294919967651367e+00,-1.268979430198669434e+00,2.000000000000000000e+00
1.271502920000000000e+08,9.853686332702636719e+00,4.779177188873291016e+00,-4.387221932411193848e-01,2.000000000000000000e+00
1.271503110000000000e+08,9.941187858581542969e+00,5.880999088287353516e+00,-3.190549015998840332e-01,2.000000000000000000e+00
1.271503310000000000e+08,1.038153839111328125e+01,6.928246021270751953e+00,-6.642478108406066895e-01,2.000000000000000000e+00
1.271503510000000000e+08,1.032627964019775391e+01,7.792287349700927734e+00,-1.259109377861022949e+00,2.000000000000000000e+00
1.271503710000000000e+08,9.162762641906738281e+00,8.449495315551757812e+00,-1.384054899215698242e+00,2.000000000000000000e+00
1.271503910000000000e+08,7.908217906951904297e+00,9.331191062927246094e+00,-6.811193823814392090e-01,2.000000000000000000e+00
1.271504100000000000e+08,6.886103630065917969e+00,1.008191204071044922e+01,2.708330452442169189e-01,2.000000000000000000e+00
